var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,rank,df_r,N_hdfe,N_hdfe_extended,df_a,df_a_initial,df_a_redundant,df_a_nested,ic,drop_singletons,num_singletons,N_full,df_m,tss,tss_within,rss,mss,rmse,F,ll,ll_0,r2_within,r2_a,r2_a_within,N_clust,N_clust1,sumweights,report_constant,N_clustervars,_estimates_name,cmd,properties,dofmethod,absvars,extended_absvars,predict,estat_cmd,footnote,marginsnotok,title,title2,cmdline,title3,depvar,indepvars,clustvar,clustvar1,vcetype,vce,y,x,est
"3.land",-.0003334636,5.5825408e-06,-59.733303,0,-.00034440518,-.00032252201,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"0b.ar_2020",0,0,,,0,0,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"1.ar_2020",.0084889922,.00003841531,220.9794,0,.0084136995,.008564285,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"0o.land#0b.ar_2020",0,0,,,0,0,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"0.land#1.ar_2020",.0066601834,.0043356619,1.53614,.1245041,-.0018375589,.015157926,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"1b.land#0b.ar_2020",0,0,,,0,0,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"1b.land#1o.ar_2020",0,0,,,0,0,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"2o.land#0b.ar_2020",0,0,,,0,0,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"2.land#1.ar_2020",.0012015629,.00012077732,9.9485807,2.5588814e-23,.00096484367,.0014382822,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"3o.land#0b.ar_2020",0,0,,,0,0,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"3.land#1.ar_2020",.0081396839,.00014922488,54.546425,0,.0078472085,.0084321592,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"_cons",.000043034193,8.1943199e-07,52.517101,0,.000041428135,.000044640252,35253644,.0084777027,7,,2,2,38,39,1,0,4,1,0,,7,68431.648,68410.883,67851.508,580.14319,.043871049,9895.5195,60197808,60053084,.008176785,.0084764659,.0081765885,,,,1,1,"pos_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe pos_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","pos_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","pos_inc","land","full_population"
"0.land",.020795185,.0038589581,5.3888083,7.0928500e-08,.013231765,.028358605,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"1b.land",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"2.land",.0061304867,.000079923084,76.704834,0,.0059738401,.0062871333,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"3.land",.017536264,.00011351167,154.48865,0,.017313786,.017758742,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"0b.ar_2020",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"1.ar_2020",.0051451875,.000052747935,97.542915,0,.0050418032,.0052485717,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"0o.land#0b.ar_2020",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"0.land#1.ar_2020",.012677229,.008802088,1.4402524,.14979604,-.0045745489,.029929006,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"1b.land#0b.ar_2020",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"1b.land#1o.ar_2020",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"2o.land#0b.ar_2020",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"2.land#1.ar_2020",.0023281465,.00019388291,12.008002,3.2276320e-33,.0019481429,.0027081501,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"3o.land#0b.ar_2020",0,0,,,0,0,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"3.land#1.ar_2020",.012875977,.00026906506,47.854511,0,.012348619,.013403335,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"_cons",.0098883305,.000022155706,446.31079,0,.0098449057,.0099317553,35253644,.011211686,7,,2,2,38,39,1,0,4,1,0,,7,473951.84,470293.28,468638.06,5313.7993,.11529674,8217.3096,26133814,26071666,.0035195302,.011210452,.0035193323,,,,1,1,"unemp_inc_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe unemp_inc ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","unemp_inc","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","unemp_inc","land","full_population"
"0.land",1.5329286e-06,8.8747350e-07,1.7272952,.084114708,-2.0648771e-07,3.2723451e-06,35772528,.00040410957,7,,2,2,38,39,1,0,4,1,1,,7,968.97375,968.95569,968.58215,.39157158,.005203478,138.48177,137348256,137341360,.00038547916,.00040288008,.00038528355,,,,1,1,"hosp_unemp_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","land","full_population"
"1b.land",0,0,,,0,0,35772528,.00040410957,7,,2,2,38,39,1,0,4,1,1,,7,968.97375,968.95569,968.58215,.39157158,.005203478,138.48177,137348256,137341360,.00038547916,.00040288008,.00038528355,,,,1,1,"hosp_unemp_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","land","full_population"
"2.land",-1.2897394e-06,3.2198358e-07,-4.0056062,.000061859209,-1.9208157e-06,-6.5866311e-07,35772528,.00040410957,7,,2,2,38,39,1,0,4,1,1,,7,968.97375,968.95569,968.58215,.39157158,.005203478,138.48177,137348256,137341360,.00038547916,.00040288008,.00038528355,,,,1,1,"hosp_unemp_land","reghdfe","b V","pairwise clusters continuous","region alder_kat","region alder_kat","reghdfe_p","reghdfe_estat","reghdfe_footnote","Residuals SCore","HDFE Linear regression","Absorbing 2 HDFE groups","reghdfe hosp_unemp ib1.land##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Statistics robust to heteroskedasticity","hosp_unemp","0bn.land 2bn.land 3bn.land 1bn.ar_2020 0bn.land#1bn.ar_2020 2bn.land#1bn.ar_2020 3bn.land#1bn.ar_2020 _cons","lopnr","lopnr","Robust","cluster","hosp_unemp","land","full_population"
