var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,N_clustervars,report_constant,sumweights,N_clust1,N_clust,r2_a_within,r2_a,r2_within,ll_0,ll,F,rmse,mss,rss,tss_within,tss,df_m,N_full,num_singletons,drop_singletons,ic,df_a_nested,df_a_redundant,df_a_initial,df_a,N_hdfe_extended,N_hdfe,df_r,rank,vce,vcetype,clustvar1,clustvar,indepvars,depvar,title3,cmdline,title2,title,marginsnotok,footnote,estat_cmd,predict,extended_absvars,absvars,dofmethod,properties,cmd,_estimates_name,y,est,x
"0b.ar_2020",0,0,,,0,0,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"1.ar_2020",-.00037249926,.000043735636,-8.517065,1.6368541e-17,-.00045821955,-.00028677896,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"1b.kon#0b.ar_2020",0,0,,,0,0,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"1b.kon#1o.ar_2020",0,0,,,0,0,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"2o.kon#0b.ar_2020",0,0,,,0,0,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"2.kon#1.ar_2020",.00013068951,.000077168312,1.6935645,.090348117,-.000020557629,.00028193666,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"_cons",.0044899643,.000021179343,211.99733,0,.0044484534,.0045314752,25741224,.0024779586,1,1,,,,.00068407797,.002476796,.00068419438,28458766,28467574,5563.2739,.080070183,409.96036,165032.83,165145.81,165442.78,3,,0,1,4,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","cancer","Statistics robust to heteroskedasticity","reghdfe cancer ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","cancer_kon","cancer","working_age","kon"
"1b.kon",0,0,,,0,0,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"2.kon",.012730126,.000070844464,179.69119,0,.012591274,.012868979,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"0b.ar_2020",0,0,,,0,0,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"1.ar_2020",.00022989344,.000094295334,2.438015,.014768192,.000045077944,.00041470895,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"1b.kon#0b.ar_2020",0,0,,,0,0,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"1b.kon#1o.ar_2020",0,0,,,0,0,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"2o.kon#0b.ar_2020",0,0,,,0,0,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"2.kon#1.ar_2020",-.00091584539,.000153199,-5.9781423,2.2570961e-09,-.00121611,-.00061558082,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"_cons",.019742412,.000043643526,452.35605,0,.019656872,.019827953,25741224,.0018562343,1,1,,,,.0015571725,.0018550709,.0015572888,10814254,10834313,12817.971,.1588442,1207.8447,649488.44,650501.44,650696.31,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","antidepressiva","Statistics robust to heteroskedasticity","reghdfe antidepressiva ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","antidepressiva_kon","antidepressiva","working_age","kon"
"1b.kon",0,0,,,0,0,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"2.kon",-.00086477841,.00001963823,-44.035458,0,-.00090326864,-.00082628819,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"0b.ar_2020",0,0,,,0,0,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"1.ar_2020",-.000044816476,.000033164481,-1.3513396,.17658673,-.00010981768,.000020184725,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"1b.kon#0b.ar_2020",0,0,,,0,0,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"1b.kon#1o.ar_2020",0,0,,,0,0,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"2o.kon#0b.ar_2020",0,0,,,0,0,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"2.kon#1.ar_2020",-.000042871547,.000042656091,-1.005051,.31487232,-.00012647596,.000040732873,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"_cons",.0024133243,.000015183188,158.94714,0,.0023835658,.0024430829,25741224,.0020245593,1,1,,,,.000097206357,.0020233963,.000097322896,43673000,43674252,841.75104,.044351727,102.72128,50634.875,50639.805,50737.598,3,,0,1,3,0,1,29,28,2,2,,3,"cluster","Robust","lopnr","lopnr","2bn.kon 1bn.ar_2020 2bn.kon#1bn.ar_2020 _cons","dod","Statistics robust to heteroskedasticity","reghdfe dod ib1.kon##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","dod_kon","dod","working_age","kon"
"1b.kon",0,0,,,0,0,5270787,.00021687202,1,1,,,,.00001937886,.00021156084,.000019568583,16457670,16457722,103.69846,.010658721,.12989157,598.80206,598.81378,598.93195,1,,0,1,3,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_dod","Statistics robust to heteroskedasticity","reghdfe covid_dod ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_dod_kon","covid_dod","working_age","kon"
"2.kon",-.000094323725,9.2626406e-06,-10.183244,2.3569756e-24,-.00011247817,-.000076169279,5270787,.00021687202,1,1,,,,.00001937886,.00021156084,.000019568583,16457670,16457722,103.69846,.010658721,.12989157,598.80206,598.81378,598.93195,1,,0,1,3,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_dod","Statistics robust to heteroskedasticity","reghdfe covid_dod ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_dod_kon","covid_dod","working_age","kon"
"_cons",.00015994518,7.7319883e-06,20.686165,0,.00014479076,.0001750996,5270787,.00021687202,1,1,,,,.00001937886,.00021156084,.000019568583,16457670,16457722,103.69846,.010658721,.12989157,598.80206,598.81378,598.93195,1,,0,1,3,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_dod","Statistics robust to heteroskedasticity","reghdfe covid_dod ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_dod_kon","covid_dod","working_age","kon"
"1b.kon",0,0,,,0,0,5270787,.0013367955,1,1,,,,.00012262355,.0013314902,.00012281325,8247941.5,8248265,649.96295,.050598275,18.063023,13494.118,13495.775,13512.182,1,,0,1,4,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_sjukhus","Statistics robust to heteroskedasticity","reghdfe covid_sjukhus ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_sjukhus_kon","covid_sjukhus","working_age","kon"
"2.kon",-.0011218039,.000044002023,-25.494371,0,-.0012080463,-.0010355614,5270787,.0013367955,1,1,,,,.00012262355,.0013314902,.00012281325,8247941.5,8248265,649.96295,.050598275,18.063023,13494.118,13495.775,13512.182,1,,0,1,4,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_sjukhus","Statistics robust to heteroskedasticity","reghdfe covid_sjukhus ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_sjukhus_kon","covid_sjukhus","working_age","kon"
"_cons",.003120855,.00003405035,91.654121,0,.0030541176,.0031875924,5270787,.0013367955,1,1,,,,.00012262355,.0013314902,.00012281325,8247941.5,8248265,649.96295,.050598275,18.063023,13494.118,13495.775,13512.182,1,,0,1,4,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_sjukhus","Statistics robust to heteroskedasticity","reghdfe covid_sjukhus ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_sjukhus_kon","covid_sjukhus","working_age","kon"
"1b.kon",0,0,,,0,0,5270787,.0031908017,1,1,,,,.00058333215,.0031855064,.00058352179,202899.66,204437.92,3065.968,.23276573,914.11108,285569.06,285735.81,286483.19,1,,0,1,4,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","positivt_fall","Statistics robust to heteroskedasticity","reghdfe positivt_fall ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","positivt_fall_kon","positivt_fall","working_age","kon"
"2.kon",.011251392,.00020319941,55.371185,0,.010853129,.011649655,5270787,.0031908017,1,1,,,,.00058333215,.0031855064,.00058352179,202899.66,204437.92,3065.968,.23276573,914.11108,285569.06,285735.81,286483.19,1,,0,1,4,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","positivt_fall","Statistics robust to heteroskedasticity","reghdfe positivt_fall ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","positivt_fall_kon","positivt_fall","working_age","kon"
"_cons",.052157123,.00013559853,384.64371,0,.051891353,.052422892,5270787,.0031908017,1,1,,,,.00058333215,.0031855064,.00058352179,202899.66,204437.92,3065.968,.23276573,914.11108,285569.06,285735.81,286483.19,1,,0,1,4,0,1,29,28,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","positivt_fall","Statistics robust to heteroskedasticity","reghdfe positivt_fall ib1.kon if ar == 2020 & alder_in == 1, vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","positivt_fall_kon","positivt_fall","working_age","kon"
